所管,組織,,,,,,,,,                        項目,令和2年度要求額(千円),前年度予算額(千円),比較増△減額(千円)
,,,63,062,2,30,6,22,,電源開発促進税財源のエネルギー対策特別会計へ繰入,"135,290,056","140,459,392","△ 5,169,336"
,,086,,,,,,,電源立地対策費エネルギー対策特別会計へ繰入,,"21,709,944","17,691,608","4,018,336"
,,,63,062,2,30,6,22,,エネルギー対策特別会計へ繰入,"21,709,944","17,691,608","4,018,336"
,中小企業庁,,,,,,,,,,"92,388,739","98,744,463","△ 6,355,724"
,,101,,,,,,,中小企業庁共通費,,"2,365,013","2,421,991","△ 56,978"
,,,60,062,2,11,1,02,,職員基本給,"1,002,919","1,006,722","△ 3,803"
,,,60,062,2,11,1,03,,職員諸手当,"554,277","553,656",621
,,,60,062,2,11,1,04,,超過勤務手当,"203,970","202,246","1,724"
,,,60,062,2,11,1,05,,委員手当,"6,777","6,792",△ 15
,,,60,062,2,11,1,05,,短時間勤務職員給与,"31,896","38,945","△ 7,049"
,,,60,089,2,11,1,05,,児童手当,"10,175","9,700",475
,,,60,062,2,11,1,05,,非常勤職員手当,0,"31,720","△ 31,720"
,,,60,062,2,12,9,06,,諸謝金,"29,245","29,251",△ 6
,,,60,062,2,12,2,08,,職員旅費,"99,836","99,849",△ 13
,,,60,062,2,12,2,08,,委員等旅費,"14,207","14,208",△ 1
,,,60,062,2,12,2,08,,参考人旅費,290,291,△ 1
,,,60,062,2,12,3,09,,庁費,"409,983","426,984","△ 17,001"
,,,60,062,2,12,3,09,,研究開発設備撤去費,"1,000","1,198",△ 198
,,,60,199,2,13,3,09,,自動車重量税,75,66,9
,,,60,062,2,12,9,17,,交際費,363,363,0
,,102,,,,,,,経営革新・創業促進費,,"44,990,948","52,608,350","△ 7,617,402"
,,,60,062,2,12,9,06,,諸謝金,"9,365","14,369","△ 5,004"
,,,60,062,2,12,2,08,,職員旅費,"23,724","23,739",△ 15
,,,60,062,2,12,2,08,,委員等旅費,"1,770","2,716",△ 946
,,,60,062,2,12,3,09,,中小企業経営支援等対策業務庁費,"33,790","43,863","△ 10,073"
,,,60,062,2,12,5,14,,中小企業経営支援等対策委託費,"13,713,133","14,338,186","△ 625,053"
,,,60,062,2,40,5,16,,中小企業経営支援等対策費補助金,"24,649,166","30,596,450","△ 5,947,284"
,,,60,062,2,40,5,16,,中小企業海外展開等支援事業費補助金,"996,000","1,811,027","△ 815,027"
,,,60,062,2,40,5,16,,株式会社日本政策金融公庫補給金,"5,564,000","5,778,000","△ 214,000"
,,103,,,,,,,独立行政法人中小企業基盤整備機構運営費,,"17,552,260","17,697,736","△ 145,476"
,,,60,062,2,30,5,16,,独立行政法人中小企業基盤整備機構一般勘定運営費交付金,"13,815,372","13,300,462","514,910"
,,,60,062,2,40,5,16,,独立行政法人中小企業基盤整備機構小規模企業共済勘定運営費交付金,"2,430,669","3,055,117","△ 624,448"
,,,60,062,2,40,5,16,,独立行政法人中小企業基盤整備機構中小企業倒産防止共済勘定運営費交付金,"1,306,219","1,342,157","△ 35,938"
,,104,,,,,,,中小企業事業環境整備費,,"23,162,357","21,578,987","1,583,370"
,,,60,062,2,12,3,09,,情報処理業務庁費,"9,460","9,461",△ 1
,,,60,062,2,12,5,14,,事業環境向上等委託費,"818,407","706,338","112,069"
,,,60,062,2,92,5,16,,経営安定関連保証等基金補助金,"5,990,000","4,600,000","1,390,000"
,,,60,062,2,40,5,16,,事業環境整備対策費補助金,"1,100,000","1,100,000",0
,,,60,062,2,40,5,16,,株式会社日本政策金融公庫補助金,"76,490","79,695","△ 3,205"
,,,60,062,2,40,5,16,,株式会社日本政策金融公庫補給金,"14,968,000","14,883,493","84,507"
,,,60,062,1,95,9,24,,株式会社日本政策金融公庫出資金,"200,000","200,000",0
,,105,,,,,,,経営安定・取引適正化費,,"4,318,161","4,437,399","△ 119,238"
,,,60,062,2,11,1,05,,消費税転嫁等対策非常勤職員手当,"2,171,644","2,171,699",△ 55
,,,60,062,2,12,2,08,,消費税転嫁等対策職員旅費,"2,195","5,062","△ 2,867"
,,,60,062,2,12,2,08,,下請事業取引検査旅費,"29,962","29,962",0
,,,60,062,2,12,2,08,,消費税転嫁等対策委員等旅費,"40,482","68,372","△ 27,890"
,,,60,062,2,12,3,09,,消費税転嫁等対策庁費,"150,510","161,362","△ 10,852"
,,,60,062,2,12,5,14,,経営安定等対策委託費,"977,672","957,672","20,000"
,,,60,062,2,12,5,14,,事業環境向上支援委託費,"194,899","194,899",0
,,,60,062,2,12,5,14,,消費税転嫁等対策委託費,"750,797","848,371","△ 97,574"
国土交通省,国土交通本省,,,,,,,,,,"6,202,344,348","6,333,537,901","△ 131,193,553"
,,001,,,,,,,国土交通本省共通費,,"128,417,461","128,576,658","△ 159,197"
,,,95,016,2,11,1,02,,職員基本給,"22,095,957","21,730,828","365,129"
,,,95,016,2,11,1,03,,職員諸手当,"12,499,112","12,118,921","380,191"
,,,95,016,2,11,1,04,,超過勤務手当,"3,828,662","3,735,039","93,623"
,,,95,016,2,11,1,05,,委員手当,"96,331","98,884","△ 2,553"
,,,95,016,2,11,1,05,,非常勤職員手当,"96,619","93,530","3,089"
,,,95,016,2,11,1,05,,休職者給与,"674,918","640,922","33,996"
,,,95,016,2,11,1,05,,国際機関等派遣職員給与,"374,842","374,569",273
,,,95,016,2,11,1,05,,短時間勤務職員給与,"83,758","84,612",△ 854
,,,95,016,2,15,1,05,,公務災害補償費,"261,020","270,893","△ 9,873"
,,,95,016,2,11,1,05,,退職手当,"29,767,396","30,768,861","△ 1,001,465"
,,,95,089,2,11,1,05,,児童手当,"303,210","302,295",915
,,,95,016,2,12,9,06,,諸謝金,"37,227","38,987","△ 1,760"
,,,95,016,2,95,9,07,,水防功労者等報償費,192,192,0
,,,95,016,2,95,9,07,,水防団員退職者褒賞品費,"1,349","1,349",0
,,,95,016,2,12,2,08,,職員旅費,"814,242","812,291","1,951"
,,,95,059,2,12,2,08,,災害検査旅費,"83,592","83,495",97
,,,95,059,2,12,2,08,,日額旅費,"7,726","7,736",△ 10
,,,95,016,2,12,2,08,,受託営繕工事施工旅費,924,"1,330",△ 406
,,,95,016,2,12,2,08,,赴任旅費,"402,519","396,524","5,995"
,,,95,016,2,12,2,08,,外国留学旅費,"104,721","104,164",557
,,,95,016,2,12,2,08,,委員等旅費,"55,232","54,647",585
,,,95,016,2,12,2,08,,参考人等旅費,218,218,0
,,,95,016,2,12,3,09,,庁費,"3,876,888","3,828,652","48,236"
,,,95,016,2,12,3,09,,情報処理業務庁費,"50,622","47,675","2,947"
,,,95,016,2,12,3,09,,受託営繕工事施工庁費,"6,439","6,535",△ 96
,,,95,016,2,12,3,09,,国会図書館支部庁費,"5,269","5,269",0
,,,95,016,2,12,3,09,,通信専用料,"4,764","3,865",899
,,,95,016,2,12,3,09,,移転費,"440,997",0,"440,997"
,,,95,016,2,12,3,09,,各所修繕,"84,354","77,219","7,135"
,,,95,016,2,12,3,09,,民間資金等活用事業運営費,"250,794","385,800","△ 135,006"
,,,95,016,2,12,3,09,,官民区分所有施設維持管理運営費,"32,584",0,"32,584"
,,,95,199,2,13,3,09,,自動車重量税,567,729,△ 162
,,,95,016,2,12,3,09,,電子計算機借料,0,189,△ 189
,,,95,016,2,11,5,16,,国家公務員共済組合負担金,"41,469,470","41,844,788","△ 375,318"
,,,95,016,2,11,5,16,,基礎年金等国家公務員共済組合負担金,"10,476,209","10,521,893","△ 45,684"
,,,95,016,2,11,5,16,,育児休業手当金国家公務員共済組合負担金,"3,735","3,241",494
,,,29,099,2,14,5,16,,戦傷病者等無賃乗車船等負担金,"6,723","9,009","△ 2,286"
,,,95,029,2,13,5,16,,国有資産所在市町村交付金,"1,325","1,264",61
,,,95,016,2,72,5,16,,経済協力開発機構等分担金,"19,581","20,461",△ 880
,,,95,016,2,12,9,17,,交際費,"1,659","1,929",△ 270
,,,95,016,2,95,9,18,,賠償償還及払戻金,"92,921","92,921",0
,,,95,016,2,95,9,20,,国有特許発明補償費,"2,793","4,932","△ 2,139"
,,002,,,,,,,国土交通本省施設費,,"292,547","306,855","△ 14,308"
,,,95,016,1,20,3,09,,施設施工庁費,0,"11,872","△ 11,872"
,,,95,016,1,20,4,15,,施設整備費,"292,547","294,983","△ 2,436"
,,003,,,,,,,住宅対策事業費,,"1,800,000","1,600,000","200,000"
,,,44,084,1,86,5,00,,公営住宅整備費等補助,"1,800,000","1,600,000","200,000"
,,004,,,,,,,住宅対策諸費,,"40,126,755","37,571,741","2,555,014"
,,,44,084,1,20,4,00,,住宅建設事業調査費,"331,755","332,741",△ 986
,,,44,084,2,40,5,00,,優良住宅整備促進等事業費補助,"28,704,000","26,954,000","1,750,000"
,,,44,084,2,40,5,00,,公的賃貸住宅家賃対策補助,"11,091,000","10,285,000","806,000"
,,005,,,,,,,住宅市場整備推進費,,"120,512,147","214,077,078","△ 93,564,931"
,,,95,016,2,11,1,05,,委員手当,337,337,0
,,,95,016,2,12,9,06,,諸謝金,"1,082","1,082",0
,,,95,016,2,12,2,08,,職員旅費,597,597,0
,,,95,016,2,12,2,08,,住宅瑕疵担保履行監督旅費,"3,034","3,034",0
,,,95,016,2,12,2,08,,建築基準監督旅費,"4,881","4,919",△ 38
,,,95,016,2,12,2,08,,委員等旅費,"1,161","1,161",0
,,,95,016,2,12,3,09,,住宅瑕疵担保履行監督業務庁費,"9,184","9,184",0
,,,95,016,2,12,3,09,,建築基準監督業務庁費,"14,314","14,314",0
,,,95,016,2,12,3,09,,住宅市場整備推進調査費,"235,750","180,873","54,877"
,,,95,016,2,12,3,09,,資格検定国家試験費,"17,493","17,493",0
,,,95,016,2,40,5,16,,住宅市場整備推進等事業費補助金,"5,589,262","5,309,274","279,988"
,,,95,016,2,40,5,16,,住宅市場安定化対策費補助金,"114,500,000","78,500,000","36,000,000"
,,,95,016,2,40,5,16,,住宅需要変動平準化対策費補助金,"100,555","130,000,000","△ 129,899,445"
,,,95,016,2,72,5,16,,ユネスコ事業拠出金,"34,497","34,810",△ 313
,,006,,,,,,,総合的バリアフリー推進費,,"39,601","39,715",△ 114
,,,95,016,2,12,9,06,,諸謝金,"2,054","2,763",△ 709
,,,95,016,2,12,2,08,,職員旅費,796,940,△ 144
,,,95,016,2,12,2,08,,委員等旅費,"2,645","3,259",△ 614
,,,95,016,2,12,3,09,,総合的バリアフリー推進調査費,"34,106","32,753","1,353"
,,008,,,,,,,海洋環境対策費,,"456,317","467,180","△ 10,863"
,,,95,016,2,12,9,06,,諸謝金,201,201,0
,,,95,016,2,12,2,08,,職員旅費,"3,965","4,122",△ 157
,,,95,016,2,12,2,08,,委員等旅費,21,21,0
,,,95,016,2,12,3,09,,海洋環境対策調査費,"411,880","422,311","△ 10,431"
,,,95,063,2,81,5,16,,外国船舶油等防除対策費補助金,"10,000","10,000",0
,,,95,016,2,72,5,16,,国連環境計画等拠出金,"30,250","30,525",△ 275
,,351,,,,,,,港湾環境整備事業費,,"1,258,022","1,041,490","216,532"
,,,43,052,1,82,5,00,,港湾環境整備事業費補助,"660,600","521,000","139,600"
,,,43,052,1,82,5,00,,港湾廃棄物処理施設整備事業費補助,"591,618","516,490","75,128"
,,,43,052,1,82,5,00,,後進地域特例法適用団体補助率差額,"5,804","4,000","1,804"
,,010,,,,,,,道路環境等対策費,,"552,345","571,358","△ 19,013"
,,,95,016,2,12,9,06,,諸謝金,202,302,△ 100
,,,95,016,2,12,2,08,,職員旅費,305,610,△ 305
,,,95,016,2,12,2,08,,委員等旅費,229,332,△ 103
,,,95,016,2,12,3,09,,道路環境等対策調査費,"46,198","49,842","△ 3,644"
,,,95,063,2,40,5,16,,自動車環境総合改善対策費補助金,"505,411","520,272","△ 14,861"
,,352,,,,,,,道路環境改善事業費,,"129,230,000","120,913,000","8,317,000"
,,,44,052,1,20,4,00,,沿道環境改善事業費,"62,560,000","83,425,000","△ 20,865,000"
,,,44,052,1,20,4,00,,無電柱化推進事業費,"37,498,000","37,286,000","212,000"
,,,44,052,1,20,4,00,,営繕宿舎費,"199,000","202,000","△ 3,000"
,,,44,052,1,82,5,00,,無電柱化推進事業費補助,"28,973,000",0,"28,973,000"
,,011,,,,,,,水資源対策費,,"113,142","121,887","△ 8,745"
,,,95,016,2,12,9,06,,諸謝金,233,640,△ 407
,,,95,016,2,12,2,08,,職員旅費,"15,198","14,619",579
,,,95,016,2,12,2,08,,委員等旅費,787,"1,468",△ 681
,,,95,016,2,12,3,09,,水資源対策調査費,"73,106","81,728","△ 8,622"
,,,95,016,2,12,5,14,,水資源対策調査地方公共団体委託費,"23,818","23,432",386
,,012,,,,,,,水資源開発事業費,,"11,829,386","11,741,386","88,000"
,,,41,051,1,20,4,00,,水資源開発事業調査費,"21,386","21,386",0
,,,45,086,1,30,5,00,,水道水源開発施設整備費補助,"4,402,000","4,314,000","88,000"
,,,45,052,1,30,5,00,,工業用水道事業費補助,"168,000","178,000","△ 10,000"
,,,46,052,1,30,5,00,,農業生産基盤整備事業費補助,"7,238,000","7,228,000","10,000"
,,013,,,,,,,緑地環境対策費,,"160,000","152,778","7,222"
,,,95,016,2,81,5,16,,明日香村歴史的風土創造的活用事業交付金,"160,000","152,778","7,222"
,,014,,,,,,,国営公園等事業費,,"19,230,598","18,917,941","312,657"
,,,45,052,1,20,4,00,,国営公園等整備費,"7,165,072","6,437,582","727,490"
,,,45,052,1,20,4,00,,国営公園維持管理費,"11,868,847","12,283,680","△ 414,833"
,,,45,052,1,20,4,00,,営繕宿舎費,"44,679","44,679",0
,,,45,052,1,20,4,00,,国営公園等事業調査費,"152,000","152,000",0
,,015,,,,,,,水環境対策費,,"200,123","210,304","△ 10,181"
,,,95,016,2,12,3,09,,水環境対策調査費,"200,123","210,304","△ 10,181"
,,016,,,,,,,都市水環境整備事業費,,"23,103,664","22,389,490","714,174"
,,,44,051,1,20,4,00,,総合水系環境整備事業費,"8,115,367","8,110,367","5,000"
,,,44,051,1,20,4,00,,河川都市基盤整備事業費,"14,731,605","13,748,070","983,535"
,,,44,051,1,20,4,00,,営繕宿舎費,"220,059","494,420","△ 274,361"
,,,44,051,1,20,4,00,,総合水系環境整備事業調査費,"36,633","36,633",0
,,017,,,,,,,下水道事業費,,"5,126,007","5,115,772","10,235"
,,,45,052,1,20,4,00,,下水道事業調査費,"3,660,636","3,897,007","△ 236,371"
,,,45,052,1,82,5,00,,下水道事業費補助,"1,465,371","1,218,765","246,606"
,,018,,,,,,,地球温暖化防止等対策費,,"9,297,921","10,271,011","△ 973,090"
,,,95,016,2,12,9,06,,諸謝金,490,423,67
,,,13,054,2,12,9,06,,技術研究開発謝金,117,117,0
,,,95,016,2,12,2,08,,職員旅費,"7,609","6,450","1,159"
,,,13,054,2,12,2,08,,技術研究開発調査旅費,"1,816","1,861",△ 45
,,,95,016,2,12,2,08,,登録建築物調査機関等監督旅費,877,877,0
,,,95,016,2,12,2,08,,委員等旅費,449,367,82
,,,95,016,2,12,3,09,,登録建築物調査機関等監督業務庁費,"1,704","1,704",0
,,,95,016,2,12,3,09,,地球温暖化防止等対策調査費,"157,643","142,406","15,237"
,,,13,054,2,12,3,09,,技術研究開発調査費,"10,036","72,111","△ 62,075"
,,,95,063,2,71,5,16,,モーダルシフト等推進事業費補助金,"18,845","36,480","△ 17,635"
,,,95,016,2,40,5,16,,住宅・建築物環境対策事業費補助金,"9,069,622","9,982,802","△ 913,180"
,,,95,016,2,72,5,16,,経済協力開発機構拠出金,"28,713","25,413","3,300"
,,019,,,,,,,災害情報整備推進費,,"4,213","4,246",△ 33
,,,95,016,2,12,9,06,,諸謝金,80,80,0
,,,95,016,2,12,2,08,,委員等旅費,272,102,170
,,,95,016,2,12,3,09,,災害情報整備推進調査費,"3,861","4,064",△ 203
,,020,,,,,,,住宅・市街地防災対策費,,"156,707","217,665","△ 60,958"
,,,95,016,2,12,3,09,,住宅・市街地防災対策調査費,"40,165","43,491","△ 3,326"
,,,95,016,2,12,5,14,,下水道事業運営人材育成支援事業委託費,"16,542","20,315","△ 3,773"
,,,95,016,2,40,5,16,,都市安全確保促進事業費補助金,"100,000","96,109","3,891"
,,,95,016,2,40,5,16,,災害時業務継続地区整備緊急促進事業費補助金,0,"57,750","△ 57,750"
,,021,,,,,,,市街地防災事業費,,"450,000","450,000",0
,,,44,052,1,92,5,00,,地下街防災推進事業費補助,"450,000","450,000",0
,,022,,,,,,,住宅防災事業費,,"113,703,000","114,342,000","△ 639,000"
,,,44,084,1,86,5,00,,住宅市街地総合整備促進事業費補助,"113,703,000","114,342,000","△ 639,000"
,,023,,,,,,,都市公園防災事業費,,"2,737,000","2,737,000",0
,,,45,052,1,82,5,00,,都市公園防災事業費補助,"2,737,000","2,737,000",0
,,024,,,,,,,下水道防災事業費,,"24,447,248","10,407,682","14,039,566"
,,,45,052,1,82,5,00,,下水道防災事業費補助,"24,447,248","10,407,682","14,039,566"
,,025,,,,,,,水害・土砂災害対策費,,"301,394","312,152","△ 10,758"
,,,95,016,2,12,9,06,,諸謝金,428,270,158
,,,95,016,2,12,2,08,,職員旅費,781,"1,035",△ 254
,,,95,016,2,12,2,08,,河川水理調査旅費,"6,718","6,662",56
,,,95,016,2,12,2,08,,河川管理旅費,"13,568","13,475",93
,,,95,016,2,12,2,08,,委員等旅費,"1,067",675,392
,,,95,016,2,12,3,09,,水害・土砂災害対策調査費,"159,818","168,705","△ 8,887"
,,,95,016,2,12,3,09,,河川管理費,"43,635","45,497","△ 1,862"
,,,95,059,2,12,5,14,,統計情報調査地方公共団体委託費,"10,379","10,833",△ 454
,,,95,016,2,72,5,16,,国際機関等拠出金,"65,000","65,000",0
,,026,,,,,,,河川管理施設整備費,,"73,889","73,848",41
,,,95,059,1,20,4,15,,観測所施設費,"5,912","5,907",5
,,,95,059,1,20,4,15,,観測所災害復旧費,884,884,0
,,,95,059,1,20,4,15,,洪水予報施設費,"67,093","67,057",36
,,353,,,,,,,河川整備事業費,,"592,485,563","567,435,281","25,050,282"
,,,41,051,1,20,4,00,,河川改修費,"219,116,237","243,773,289","△ 24,657,052"
,,,41,051,1,20,4,00,,河川維持修繕費,"104,210,400","99,068,000","5,142,400"
,,,41,051,1,20,4,00,,堰堤維持費,"50,651,502","47,311,655","3,339,847"
,,,41,051,1,20,4,00,,河川総合開発事業費,"40,820,256","28,919,457","11,900,799"
,,,41,051,1,20,4,00,,流況調整河川事業費,"3,069,638","2,317,063","752,575"
,,,41,051,1,20,4,00,,河川激甚災害対策特別緊急事業費,"28,555,000","18,236,000","10,319,000"
,,,41,051,1,20,4,00,,河川工作物関連応急対策事業費,"8,190,000","7,877,000","313,000"
,,,41,051,1,20,4,00,,堰堤改良費,"4,423,808","3,560,229","863,579"
,,,41,051,1,20,4,00,,床上浸水対策特別緊急事業費,"9,390,000","8,845,000","545,000"
,,,41,051,1,20,4,00,,河川災害復旧等関連緊急事業費,"387,000","365,000","22,000"
,,,41,051,1,20,4,00,,営繕宿舎費,"2,367,277","2,241,143","126,134"
,,,41,051,1,20,4,00,,河川事業調査費,"432,157","437,157","△ 5,000"
,,,41,051,1,20,4,00,,河川総合開発事業調査費,"237,288","242,288","△ 5,000"
,,,41,051,1,82,5,00,,河川総合開発事業費補助,"7,073,000","10,301,000","△ 3,228,000"
,,,41,051,1,82,5,00,,治水ダム等建設事業費補助,"16,366,000","14,501,000","1,865,000"
,,,41,051,1,82,5,00,,河川激甚災害対策特別緊急事業費補助,"6,201,000","2,678,000","3,523,000"
,,,41,051,1,82,5,00,,床上浸水対策特別緊急事業費補助,"5,057,000","5,968,000","△ 911,000"
,,,41,051,1,82,5,00,,河川災害復旧等関連緊急事業費補助,"7,857,000","6,358,000","1,499,000"
,,,41,051,1,82,5,00,,特定洪水対策等推進事業費補助,"38,957,000","27,070,000","11,887,000"
,,,41,051,1,30,5,00,,水資源開発事業交付金,"35,894,000","35,236,000","658,000"
,,,41,051,1,82,5,00,,後進地域特例法適用団体補助率差額,"3,230,000","2,130,000","1,100,000"
,,354,,,,,,,多目的ダム建設事業費,,"69,500,296","82,258,038","△ 12,757,742"
,,,41,051,1,20,4,00,,木曾川新丸山ダム建設費,"12,038,000","8,404,728","3,633,272"
,,,41,051,1,20,4,00,,淀川天ケ瀬ダム再開発建設費,"2,602,011","2,268,451","333,560"
,,,41,051,1,20,4,00,,庄川利賀ダム建設費,"3,056,066","2,461,083","594,983"
,,,41,051,1,20,4,00,,雄物川成瀬ダム建設費,"22,698,126","15,485,692","7,212,434"
,,,41,051,1,20,4,00,,豊川設楽ダム建設費,"22,296,333","15,058,353","7,237,980"
,,,41,051,1,20,4,00,,子吉川鳥海ダム建設費,"4,452,433","1,864,366","2,588,067"
,,,41,051,1,20,4,00,,鳴瀬川鳴瀬川総合開発建設費,"1,686,301","1,049,774","636,527"
,,,41,051,1,20,4,00,,球磨川川辺川ダム調整事業費,"279,710","278,414","1,296"
,,,41,051,1,20,4,00,,営繕宿舎費,"391,316","221,483","169,833"
,,,41,051,1,20,4,00,,利根川八ッ場ダム建設費,0,"27,155,551","△ 27,155,551"
,,,41,051,1,20,4,00,,渡川中筋川総合開発建設費,0,"4,020,799","△ 4,020,799"
,,,41,051,1,20,4,00,,大分川大分川ダム建設費,0,"3,989,344","△ 3,989,344"
,,355,,,,,,,総合流域防災事業費,,"8,231,121","8,175,576","55,545"
,,,41,051,1,20,4,00,,総合流域防災対策事業費,"8,059,019","8,013,474","45,545"
,,,41,051,1,20,4,00,,総合流域防災対策事業調査費,"172,102","162,102","10,000"
,,356,,,,,,,砂防事業費,,"137,837,210","131,760,700","6,076,510"
,,,41,051,1,20,4,00,,砂防事業費,"86,229,457","91,259,323","△ 5,029,866"
,,,41,051,1,20,4,00,,地すべり対策事業費,"7,125,465","6,236,430","889,035"
,,,41,051,1,20,4,00,,砂防管理費,"1,486,000","712,345","773,655"
,,,41,051,1,20,4,00,,特定緊急砂防事業費,"9,732,000","9,250,000","482,000"
,,,41,051,1,20,4,00,,営繕宿舎費,"433,348","434,610","△ 1,262"
,,,41,051,1,20,4,00,,砂防事業調査費,"28,790","28,492",298
,,,41,051,1,82,5,00,,砂防激甚災害対策特別緊急事業費補助,"6,662,650","3,855,500","2,807,150"
,,,41,051,1,82,5,00,,特定緊急砂防事業費補助,"420,000","654,500","△ 234,500"
,,,41,051,1,82,5,00,,特定緊急地すべり対策事業費補助,"27,500","5,000","22,500"
,,,41,051,1,82,5,00,,特定土砂災害対策推進事業費補助,"24,838,000","18,838,000","6,000,000"
,,,41,051,1,82,5,00,,後進地域特例法適用団体補助率差額,"854,000","160,000","694,000"
,,,41,051,1,82,5,00,,地すべり激甚災害対策特別緊急事業費補助,0,"326,500","△ 326,500"
,,027,,,,,,,急傾斜地崩壊対策等事業費,,"16,281","16,281",0
,,,41,051,1,20,4,00,,急傾斜地崩壊対策等事業調査費,"16,281","16,281",0
,,375,,,,,,,防災・減災対策等強化事業推進費,,"31,001,000",0,"31,001,000"
,,,48,059,1,20,4,99,,(防災・減災対策等強化事業推進費),"31,001,000",0,"31,001,000"
,,032,,,,,,,海岸事業費,,"28,928,673","29,116,816","△ 188,143"
,,,41,051,1,20,4,00,,海岸保全施設整備事業費,"25,517,248","24,539,311","977,937"
,,,41,051,1,20,4,00,,海岸維持管理費,"1,318,000","3,616,511","△ 2,298,511"
,,,41,051,1,20,4,00,,営繕宿舎費,"60,063","80,632","△ 20,569"
,,,41,051,1,20,4,00,,海岸事業調査費,"80,362","80,362",0
,,,41,051,1,82,5,00,,海岸保全施設整備事業費補助,"1,835,300","800,000","1,035,300"
,,,41,051,1,82,5,00,,後進地域特例法適用団体補助率差額,"117,700",0,"117,700"
,,033,,,,,,,公共交通等安全対策費,,"1,829,763","1,948,847","△ 119,084"
,,,95,016,2,12,9,06,,諸謝金,"8,627","8,988",△ 361
,,,95,016,2,12,2,08,,職員旅費,"195,997","187,075","8,922"
,,,13,054,2,12,2,08,,技術研究開発調査旅費,197,197,0
,,,95,016,2,12,2,08,,委員等旅費,"1,342","1,554",△ 212
,,,95,016,2,12,3,09,,情報処理業務庁費,"35,043","54,291","△ 19,248"
,,,95,016,2,12,3,09,,公共交通等安全対策調査費,"646,412","566,341","80,071"
,,,13,054,2,12,3,09,,技術研究開発調査費,"130,028","207,655","△ 77,627"
,,,95,016,2,12,3,09,,電子計算機借料,"57,339","56,202","1,137"
,,,95,016,2,12,3,09,,土地建物借料,"11,202","8,637","2,565"
,,,95,016,2,72,5,16,,国際民間航空機関等分担金,"695,405","817,895","△ 122,490"
,,,95,016,2,72,5,16,,国際民間航空機関等拠出金,"48,171","40,012","8,159"
,,034,,,,,,,独立行政法人航空大学校運営費,,"2,636,620","2,523,171","113,449"
,,,95,063,2,30,5,16,,独立行政法人航空大学校運営費交付金,"2,636,620","2,523,171","113,449"
,,036,,,,,,,鉄道安全対策事業費,,"5,567,000","7,867,000","△ 2,300,000"
,,,43,052,1,92,5,00,,鉄道施設総合安全対策事業費補助,"4,631,000","6,608,000","△ 1,977,000"
,,,43,051,1,92,5,00,,鉄道防災事業費補助,"936,000","1,259,000","△ 323,000"
,,037,,,,,,,道路交通安全対策費,,"313,576","336,527","△ 22,951"
,,,95,016,2,12,9,06,,諸謝金,742,756,△ 14
,,,95,016,2,12,2,08,,道路構造物調査旅費,"2,212","2,221",△ 9
,,,95,016,2,12,2,08,,委員等旅費,499,508,△ 9
,,,95,016,2,12,3,09,,道路交通安全対策調査費,"310,123","333,042","△ 22,919"
,,357,,,,,,,道路交通安全対策事業費,,"894,079,000","666,276,450","227,802,550"
,,,42,052,1,20,4,00,,道路更新防災対策事業費,"21,125,000","18,581,000","2,544,000"
,,,42,052,1,20,4,00,,道路維持管理費,"409,785,000","390,881,000","18,904,000"
,,,42,052,1,20,4,00,,道路整備営繕宿舎費,"1,074,000","876,000","198,000"
,,,44,052,1,20,4,00,,交通連携道路事業費,"15,239,000","16,221,000","△ 982,000"
,,,44,052,1,20,4,00,,道路交通安全施設等整備事業費,"58,553,000","61,856,000","△ 3,303,000"
,,,44,052,1,20,4,00,,交通事故重点対策道路事業費,"114,998,000","100,692,000","14,306,000"
,,,44,052,1,20,4,00,,道路環境営繕宿舎費,"381,000","354,000","27,000"
,,,42,052,1,82,5,00,,道路更新防災等対策事業費補助,"211,045,000","20,200,000","190,845,000"
,,,42,052,1,82,5,00,,雪寒地域道路事業費補助,"7,802,000","7,464,000","338,000"
,,,44,052,1,82,5,00,,交通連携道路事業費補助,"50,380,000","49,025,000","1,355,000"
,,,44,052,1,82,5,00,,道路交通安全施設等整備事業費補助,"2,834,000",0,"2,834,000"
,,,42,052,1,82,5,00,,道路整備事業後進地域特例法適用団体補助率差額,"186,000","26,450","159,550"
,,,44,052,1,82,5,00,,道路環境整備事業後進地域特例法適用団体補助率差額,"552,000",0,"552,000"
,,,42,052,1,95,9,00,,電線敷設工事資金貸付金,"100,000","100,000",0
,,,44,052,1,95,9,00,,自動運行補助施設設置工事資金貸付金,"25,000",0,"25,000"
,,038,,,,,,,総合的物流体系整備推進費,,"2,424,185","2,542,737","△ 118,552"
,,,95,016,2,12,9,06,,諸謝金,"2,462","1,466",996
,,,95,016,2,12,2,08,,職員旅費,"36,773","34,930","1,843"
,,,95,016,2,12,2,08,,委員等旅費,"1,772",980,792
,,,95,016,2,12,3,09,,情報処理業務庁費,73,73,0
,,,95,016,2,12,3,09,,総合的物流体系整備推進調査費,"1,218,779","1,127,734","91,045"
,,,95,016,2,12,3,09,,電子計算機借料,868,861,7
,,,95,063,2,40,5,16,,国際戦略港湾競争力強化対策事業費補助金,"561,450","662,546","△ 101,096"
,,,95,063,2,85,5,16,,港湾機能高度化事業費補助金,"600,000","712,036","△ 112,036"
,,,95,016,2,72,5,16,,国際航路協会等分担金,"2,008","2,111",△ 103
