所管,組織,,,,,,,,                             項目,,"令和元年度
成立予算額(千円)",補正要求,,,"改令和元年度
予算額(千円)"
,,,41,051,1,20,4,00,,総合流域防災対策事業費,"8,013,474","18,550,000",0,"18,550,000","26,563,474"
,,,41,051,1,20,4,00,,総合流域防災対策事業調査費,"162,102",0,0,0,"162,102"
,,356,,,,,,,砂防事業費,,"131,760,700","39,472,000",0,"39,472,000","171,232,700"
,,,41,051,1,20,4,00,,砂防事業費,"91,259,323","33,941,000",0,"33,941,000","125,200,323"
,,,41,051,1,20,4,00,,地すべり対策事業費,"6,236,430","2,175,000",0,"2,175,000","8,411,430"
,,,41,051,1,20,4,00,,特定緊急砂防事業費,"9,250,000","1,150,000",0,"1,150,000","10,400,000"
,,,41,051,1,82,5,00,,砂防激甚災害対策特別緊急事業費補助,"3,855,500","225,000",0,"225,000","4,080,500"
,,,41,051,1,82,5,00,,特定緊急砂防事業費補助,"654,500","65,000",0,"65,000","719,500"
,,,41,051,1,82,5,00,,特定土砂災害対策推進事業費補助,"18,838,000","1,916,000",0,"1,916,000","20,754,000"
,,,41,051,1,20,4,00,,砂防管理費外5目,"1,666,947",0,0,0,"1,666,947"
,,027,,,,,,,急傾斜地崩壊対策等事業費,,"16,281",0,0,0,"16,281"
,,028,,,,,,,災害対策等緊急事業推進費,,"13,686,000",0,0,0,"13,686,000"
,,032,,,,,,,海岸事業費,,"29,116,816","8,940,000",0,"8,940,000","38,056,816"
,,,41,051,1,20,4,00,,海岸保全施設整備事業費,"24,539,311","8,033,000",0,"8,033,000","32,572,311"
,,,41,051,1,20,4,00,,海岸維持管理費,"3,616,511","292,000",0,"292,000","3,908,511"
,,,41,051,1,20,4,00,,営繕宿舎費,"80,632",0,0,0,"80,632"
,,,41,051,1,20,4,00,,海岸事業調査費,"80,362","540,000",0,"540,000","620,362"
,,,41,051,1,82,5,00,,海岸保全施設整備事業費補助,"800,000","75,000",0,"75,000","875,000"
,,033,,,,,,,公共交通等安全対策費,,"1,948,847","149,572",△ 322,"149,250","2,098,097"
,,,95,016,2,12,3,09,,公共交通等安全対策調査費,"566,341","149,572",0,"149,572","715,913"
,,,95,016,2,12,3,09,,電子計算機借料,"56,202",0,△ 121,△ 121,"56,081"
,,,95,016,2,72,5,16,,国際民間航空機関等分担金,"817,895",0,△ 201,△ 201,"817,694"
,,,95,016,2,12,9,06,,諸謝金外7目,"508,409",0,0,0,"508,409"
,,034,,,,,,,独立行政法人航空大学校運営費,,"2,523,171",0,0,0,"2,523,171"
,,035,,,,,,,独立行政法人航空大学校施設整備費,,0,"107,552",0,"107,552","107,552"
,,,95,063,1,30,5,16,,独立行政法人航空大学校施設整備費補助金,0,"107,552",0,"107,552","107,552"
,,036,,,,,,,鉄道安全対策事業費,,"7,867,000","3,330,000",0,"3,330,000","11,197,000"
,,,43,052,1,92,5,00,,鉄道施設総合安全対策事業費補助,"6,608,000","3,007,000",0,"3,007,000","9,615,000"
,,,43,051,1,92,5,00,,鉄道防災事業費補助,"1,259,000","323,000",0,"323,000","1,582,000"
,,037,,,,,,,道路交通安全対策費,,"336,527",0,0,0,"336,527"
,,357,,,,,,,道路交通安全対策事業費,,"666,276,450","41,543,000",0,"41,543,000","707,819,450"
,,,42,052,1,20,4,00,,道路更新防災対策事業費,"18,581,000","1,100,000",0,"1,100,000","19,681,000"
,,,42,052,1,20,4,00,,道路維持管理費,"390,881,000","33,998,000",0,"33,998,000","424,879,000"
,,,44,052,1,20,4,00,,道路交通安全施設等整備事業費,"61,856,000","4,005,000",0,"4,005,000","65,861,000"
,,,44,052,1,20,4,00,,交通事故重点対策道路事業費,"100,692,000","620,000",0,"620,000","101,312,000"
,,,42,052,1,82,5,00,,道路更新防災等対策事業費補助,"20,200,000","1,820,000",0,"1,820,000","22,020,000"
,,,42,052,1,20,4,00,,道路整備営繕宿舎費外6目,"74,066,450",0,0,0,"74,066,450"
,,038,,,,,,,総合的物流体系整備推進費,,"2,542,737","210,794",0,"210,794","2,753,531"
,,,95,016,2,12,3,09,,総合的物流体系整備推進調査費,"1,127,734","210,794",0,"210,794","1,338,528"
,,,95,016,2,12,9,06,,諸謝金外7目,"1,415,003",0,0,0,"1,415,003"
,,040,,,,,,,港湾事業費,,"217,131,592","25,287,000",0,"25,287,000","242,418,592"
,,,43,052,1,20,4,00,,港湾改修費,"180,475,072","23,194,800",0,"23,194,800","203,669,872"
,,,43,052,1,20,4,00,,港湾作業船整備費,"4,374,760","35,000",0,"35,000","4,409,760"
,,,43,052,1,82,5,00,,港湾改修費補助,"13,654,547","2,057,200",0,"2,057,200","15,711,747"
,,,43,052,1,20,4,00,,貸付国有港湾施設整備事業費外8目,"18,627,213",0,0,0,"18,627,213"
,,358,,,,,,,エネルギー・鉄鋼港湾施設工事費,,"280,180",0,0,0,"280,180"
,,046,,,,,,,景観形成推進費,,"112,037",0,0,0,"112,037"
,,359,,,,,,,地域連携道路事業費,,"583,517,550","89,046,000",0,"89,046,000","672,563,550"
,,,42,052,1,20,4,00,,地域連携道路事業費,"464,657,000","76,800,000",0,"76,800,000","541,457,000"
,,,42,052,1,20,4,00,,道路調査費,"5,566,000","3,950,000",0,"3,950,000","9,516,000"
,,,42,052,1,82,5,00,,地域連携道路事業費補助,"94,204,000","8,296,000",0,"8,296,000","102,500,000"
,,,42,052,1,20,4,00,,営繕宿舎費外5目,"19,090,550",0,0,0,"19,090,550"
,,048,,,,,,,整備新幹線建設推進高度化等事業費,,"1,560,980",0,0,0,"1,560,980"
,,049,,,,,,,整備新幹線整備事業費,,"79,192,000",0,0,0,"79,192,000"
,,360,,,,,,,空港整備事業費自動車安全特別会計へ繰入,,"17,112,739","280,000","△ 76,853","203,147","17,315,886"
,,,43,052,1,92,6,00,,空港整備事業財源自動車安全特別会計へ繰入,"17,112,739","280,000","△ 76,853","203,147","17,315,886"
,,051,,,,,,,北海道空港整備事業費自動車安全特別会計へ繰入,,"1,880,000",0,"△ 3,554","△ 3,554","1,876,446"
,,,43,052,1,92,6,00,,空港整備事業財源自動車安全特別会計へ繰入,"1,880,000",0,"△ 3,554","△ 3,554","1,876,446"
,,052,,,,,,,離島空港整備事業費自動車安全特別会計へ繰入,,"233,000",0,△ 555,△ 555,"232,445"
,,,43,052,1,92,6,00,,空港整備事業財源自動車安全特別会計へ繰入,"233,000",0,△ 555,△ 555,"232,445"
,,053,,,,,,,航空機燃料税財源空港整備事業費自動車安全特別会計へ繰入,,"20,760,300",0,0,0,"20,760,300"
,,054,,,,,,,航空機燃料税財源北海道空港整備事業費自動車安全特別会計へ繰入,,"16,492,000",0,0,0,"16,492,000"
,,055,,,,,,,航空機燃料税財源離島空港整備事業費自動車安全特別会計へ繰入,,"2,012,000",0,0,0,"2,012,000"
,,056,,,,,,,都市・地域づくり推進費,,"1,941,097","199,968",0,"199,968","2,141,065"
,,,95,016,2,12,3,09,,都市・地域づくり推進調査費,"499,783","199,968",0,"199,968","699,751"
,,,95,016,2,12,9,06,,諸謝金外12目,"1,441,314",0,0,0,"1,441,314"
,,057,,,,,,,都市再生・地域再生整備事業費,,"31,529,755","18,140,000",0,"18,140,000","49,669,755"
,,,44,052,1,86,5,00,,市街地再開発事業費補助,"9,676,000","7,000,000",0,"7,000,000","16,676,000"
,,,44,052,1,82,5,00,,都市再生推進事業費補助,"14,427,755","11,140,000",0,"11,140,000","25,567,755"
,,,44,052,1,20,4,00,,都市開発事業調査費外2目,"7,426,000",0,0,0,"7,426,000"
,,058,,,,,,,鉄道網整備推進費,,"388,304",0,"△ 4,738","△ 4,738","383,566"
,,,95,063,2,40,5,16,,新線調査費等補助金,"40,866",0,"△ 4,738","△ 4,738","36,128"
,,,95,016,2,12,2,08,,職員旅費外2目,"347,438",0,0,0,"347,438"
,,059,,,,,,,鉄道網整備事業費,,"20,588,000","1,570,000",0,"1,570,000","22,158,000"
,,,43,052,1,92,5,00,,都市鉄道整備事業費補助,"6,042,000","1,108,000",0,"1,108,000","7,150,000"
,,,43,052,1,92,5,00,,鉄道駅総合改善事業費補助,"2,453,000","462,000",0,"462,000","2,915,000"
,,,43,052,1,92,5,00,,幹線鉄道等活性化事業費補助外1目,"12,093,000",0,0,0,"12,093,000"
,,060,,,,,,,地域公共交通維持・活性化推進費,,"23,004,318","5,693,169",0,"5,693,169","28,697,487"
,,,95,063,2,40,5,16,,地域公共交通確保維持改善事業費補助金,"22,000,584","5,693,169",0,"5,693,169","27,693,753"
,,,95,016,2,12,9,06,,諸謝金外4目,"1,003,734",0,0,0,"1,003,734"
,,096,,,,,,,独立行政法人鉄道建設・運輸施設整備支援機構運営費,,"260,528",0,0,0,"260,528"
,,061,,,,,,,都市・地域交通整備事業費,,"692,000","400,000",0,"400,000","1,092,000"
,,,44,052,1,82,5,00,,都市・地域交通戦略推進事業費補助,"692,000","400,000",0,"400,000","1,092,000"
,,062,,,,,,,道路交通円滑化推進費,,"125,884","7,849,000",0,"7,849,000","7,974,884"
,,,95,016,2,12,3,09,,道路交通円滑化推進調査費,"125,884",0,0,0,"125,884"
,,,95,016,2,40,5,16,,高速道路通行者負担軽減補助金,0,"7,849,000",0,"7,849,000","7,849,000"
,,361,,,,,,,道路交通円滑化事業費,,"193,266,000","24,923,000",0,"24,923,000","218,189,000"
,,,42,052,1,20,4,00,,道路交通円滑化事業費,"179,021,000","23,350,000",0,"23,350,000","202,371,000"
,,,42,052,1,82,5,00,,道路交通円滑化事業費補助,"9,174,000","1,573,000",0,"1,573,000","10,747,000"
,,,42,052,1,20,4,00,,営繕宿舎費外3目,"5,071,000",0,0,0,"5,071,000"
,,066,,,,,,,社会資本整備・管理効率化推進費,,"1,459,187",0,△ 170,△ 170,"1,459,017"
,,,95,016,2,11,1,05,,非常勤職員手当,"10,486",0,△ 170,△ 170,"10,316"
,,,95,016,2,12,9,06,,諸謝金外12目,"1,448,701",0,0,0,"1,448,701"
,,067,,,,,,,不動産市場整備等推進費,,"5,009,728",0,0,0,"5,009,728"
,,068,,,,,,,建設市場整備推進費,,"861,469","699,627",0,"699,627","1,561,096"
,,,95,016,2,12,3,09,,建設市場整備推進調査費,"731,910","699,627",0,"699,627","1,431,537"
,,,95,016,2,12,9,06,,諸謝金外5目,"129,559",0,0,0,"129,559"
,,069,,,,,,,国土交通統計調査費,,"615,333",0,0,0,"615,333"
,,070,,,,,,,国土調査費,,"8,457,171","1,899,976",0,"1,899,976","10,357,147"
,,,95,059,2,81,5,16,,地籍調査費負担金,"8,007,020","1,899,976",0,"1,899,976","9,906,996"
,,,95,016,2,12,9,06,,諸謝金外4目,"450,151",0,0,0,"450,151"
,,130,,,,,,,自動車運送業市場環境整備推進費,,"195,369",0,0,0,"195,369"
,,071,,,,,,,海事産業市場整備等推進費,,"1,340,150","754,167","△ 2,877","751,290","2,091,440"
,,,13,054,2,12,3,09,,技術研究開発調査費,"147,442","49,167",0,"49,167","196,609"
,,,95,016,2,12,3,09,,電子計算機借料,"7,739",0,"△ 2,877","△ 2,877","4,862"
,,,13,054,2,40,5,16,,海事産業関連技術研究開発費補助金,"647,000","705,000",0,"705,000","1,352,000"
,,,95,016,2,12,9,06,,諸謝金外13目,"537,969",0,0,0,"537,969"
,,074,,,,,,,独立行政法人海技教育機構運営費,,"7,231,694",0,0,0,"7,231,694"
,,075,,,,,,,独立行政法人海技教育機構施設整備費,,0,"419,470",0,"419,470","419,470"
,,,95,063,1,30,5,16,,独立行政法人海技教育機構施設整備費補助金,0,"419,470",0,"419,470","419,470"
,,076,,,,,,,国土形成推進費,,"531,257","59,935",0,"59,935","591,192"
,,,95,016,2,12,3,09,,国土形成推進調査費,"428,451","59,935",0,"59,935","488,386"
,,,95,016,2,12,9,06,,諸謝金外5目,"102,806",0,0,0,"102,806"
,,280,,,,,,,社会資本総合整備事業費,,"2,058,702,000","273,070,000",0,"273,070,000","2,331,772,000"
,,,47,052,1,82,5,00,,社会資本整備総合交付金,"803,531,000","60,009,000",0,"60,009,000","863,540,000"
,,,47,052,1,82,5,00,,防災・安全社会資本整備交付金,"1,255,171,000","213,061,000",0,"213,061,000","1,468,232,000"
,,282,,,,,,,官民連携基盤整備推進調査費,,"331,000",0,0,0,"331,000"
,,080,,,,,,,地理空間情報整備・活用推進費,,"66,464",0,0,0,"66,464"
,,081,,,,,,,離島振興費,,"5,120,897","1,350,000",0,"1,350,000","6,470,897"
,,,95,016,2,81,5,16,,離島活性化交付金,"1,578,704","250,000",0,"250,000","1,828,704"
,,,95,199,2,81,5,16,,奄美群島振興交付金,"2,444,445","600,000",0,"600,000","3,044,445"
,,,95,059,1,82,5,00,,小笠原諸島振興開発事業費補助,"930,275","500,000",0,"500,000","1,430,275"
,,,95,016,2,12,9,06,,諸謝金外4目,"167,473",0,0,0,"167,473"
,,083,,,,,,,離島振興事業費,,"64,248,161","8,859,000",0,"8,859,000","73,107,161"
,,,41,051,1,20,4,00,,国有林野内治山事業費,"184,000","10,000",0,"10,000","194,000"
,,,43,052,1,20,4,00,,港湾改修費,"2,122,100","320,000",0,"320,000","2,442,100"
,,,46,052,1,20,4,00,,かんがい排水事業費,"2,112,680","60,000",0,"60,000","2,172,680"
,,,41,051,1,82,5,00,,治山事業費補助,"687,000","229,000",0,"229,000","916,000"
,,,46,052,1,82,5,00,,農業生産基盤整備事業費補助,"4,665,620","745,000",0,"745,000","5,410,620"
,,,46,052,1,82,5,00,,森林環境保全整備事業費補助,"726,000","188,000",0,"188,000","914,000"
,,,46,052,1,82,5,00,,水産基盤整備事業費補助,"12,057,000","1,661,000",0,"1,661,000","13,718,000"
,,,46,052,1,82,5,00,,農山漁村地域整備交付金,"6,426,000","347,000",0,"347,000","6,773,000"
,,,47,052,1,82,5,00,,社会資本整備総合交付金,"16,886,000","1,971,000",0,"1,971,000","18,857,000"
,,,47,052,1,82,5,00,,防災・安全社会資本整備交付金,"12,236,000","3,328,000",0,"3,328,000","15,564,000"
,,,43,052,1,20,4,00,,港湾営繕宿舎費外6目,"6,145,761",0,0,0,"6,145,761"
,,085,,,,,,,北海道総合開発推進費,,"1,136,619","3,345,609",0,"3,345,609","4,482,228"
,,,95,059,2,12,5,14,,民族共生象徴空間運営委託費,"869,157","3,345,609",0,"3,345,609","4,214,766"
,,,95,016,2,12,9,06,,諸謝金外5目,"267,462",0,0,0,"267,462"
,,086,,,,,,,北海道開発事業費,,"557,260,998","128,288,000",0,"128,288,000","685,548,998"
,,,41,051,1,20,4,00,,海岸保全施設整備事業費,"1,206,938","297,000",0,"297,000","1,503,938"
,,,41,051,1,20,4,00,,国有林野内治山事業費,"4,935,839","1,149,000",0,"1,149,000","6,084,839"
,,,41,051,1,20,4,00,,河川改修費,"46,906,758","11,261,000",0,"11,261,000","58,167,758"
,,,41,051,1,20,4,00,,河川維持修繕費,"13,039,000","7,585,000",0,"7,585,000","20,624,000"
,,,41,051,1,20,4,00,,堰堤維持費,"7,214,065","110,000",0,"110,000","7,324,065"
,,,41,051,1,20,4,00,,総合流域防災対策事業費,"530,941","1,652,000",0,"1,652,000","2,182,941"
,,,41,051,1,20,4,00,,砂防事業費,"3,616,370","1,698,000",0,"1,698,000","5,314,370"
,,,41,051,1,20,4,00,,特定緊急砂防事業費,"999,960","1,200,000",0,"1,200,000","2,199,960"
,,,42,052,1,20,4,00,,地域連携道路事業費,"73,484,000","10,200,000",0,"10,200,000","83,684,000"
,,,42,052,1,20,4,00,,道路維持管理費,"99,745,000","9,702,000",0,"9,702,000","109,447,000"
,,,43,052,1,20,4,00,,港湾改修費,"15,355,435","2,296,000",0,"2,296,000","17,651,435"
,,,44,052,1,20,4,00,,道路交通安全施設等整備事業費,"10,182,000","825,000",0,"825,000","11,007,000"
,,,44,052,1,20,4,00,,無電柱化推進事業費,"2,616,000","1,200,000",0,"1,200,000","3,816,000"
,,,45,052,1,20,4,00,,国営公園維持管理費,"973,984","260,000",0,"260,000","1,233,984"
,,,45,052,1,20,4,00,,民族共生公園整備費,"1,211,657","470,000",0,"470,000","1,681,657"
,,,46,052,1,20,4,00,,かんがい排水事業費,"26,574,888","4,600,000",0,"4,600,000","31,174,888"
,,,46,052,1,20,4,00,,国営造成施設管理費,"1,608,625","60,000",0,"60,000","1,668,625"
,,,46,052,1,20,4,00,,農用地再編整備事業費,"19,837,449","16,210,000",0,"16,210,000","36,047,449"
,,,46,052,1,20,4,00,,総合農地防災事業費,"10,383,436","1,823,000",0,"1,823,000","12,206,436"
,,,46,052,1,20,4,00,,特定漁港漁場整備費,"17,203,378","1,922,000",0,"1,922,000","19,125,378"
,,,41,051,1,82,5,00,,治山事業費補助,"3,896,000","1,031,000",0,"1,031,000","4,927,000"
,,,41,051,1,82,5,00,,特定洪水対策等推進事業費補助,"2,970,000","701,000",0,"701,000","3,671,000"
,,,41,051,1,82,5,00,,特定土砂災害対策推進事業費補助,"1,162,000","592,000",0,"592,000","1,754,000"
,,,42,052,1,82,5,00,,地域連携道路事業費補助,"1,254,000","54,000",0,"54,000","1,308,000"
,,,42,052,1,82,5,00,,道路更新防災等対策事業費補助,"998,000","180,000",0,"180,000","1,178,000"
,,,45,086,1,92,5,00,,水道施設整備費補助,"2,025,000","210,000",0,"210,000","2,235,000"
,,,46,052,1,82,5,00,,農業競争力強化基盤整備事業費補助,"18,390,007","26,798,000",0,"26,798,000","45,188,007"
,,,46,052,1,82,5,00,,農村地域防災減災事業費補助,"640,000","702,000",0,"702,000","1,342,000"
,,,46,052,1,82,5,00,,森林環境保全整備事業費補助,"6,514,000","2,213,000",0,"2,213,000","8,727,000"
,,,46,052,1,82,5,00,,水産基盤整備事業費補助,"11,531,000","4,960,000",0,"4,960,000","16,491,000"
,,,45,086,1,82,5,00,,循環型社会形成推進交付金,"1,555,000","1,000,000",0,"1,000,000","2,555,000"
,,,46,052,1,82,5,00,,農山漁村地域整備交付金,"11,284,000","1,379,000",0,"1,379,000","12,663,000"
,,,47,052,1,82,5,00,,社会資本整備総合交付金,"35,824,000","1,286,000",0,"1,286,000","37,110,000"
,,,47,052,1,82,5,00,,防災・安全社会資本整備交付金,"45,489,000","12,662,000",0,"12,662,000","58,151,000"
,,,41,051,1,20,4,00,,海岸営繕宿舎費外37目,"56,103,268",0,0,0,"56,103,268"
,,089,,,,,,,北海道特定特別総合開発事業推進費,,"4,525,000",0,0,0,"4,525,000"
,,091,,,,,,,技術研究開発推進費,,"2,676,646","399,977",0,"399,977","3,076,623"
,,,13,054,2,12,3,09,,技術研究開発調査費,"2,033,029","399,977",0,"399,977","2,433,006"
,,,13,054,2,12,9,06,,諸謝金外5目,"643,617",0,0,0,"643,617"
,,092,,,,,,,国立研究開発法人土木研究所運営費,,"8,630,424",0,0,0,"8,630,424"
,,093,,,,,,,国立研究開発法人土木研究所施設整備費,,"569,182","595,913",0,"595,913","1,165,095"
,,,13,054,1,30,5,16,,国立研究開発法人土木研究所施設整備費補助金,"569,182","595,913",0,"595,913","1,165,095"
,,094,,,,,,,国立研究開発法人建築研究所運営費,,"1,758,364",0,0,0,"1,758,364"
,,095,,,,,,,国立研究開発法人建築研究所施設整備費,,"83,577","747,175",0,"747,175","830,752"
,,,13,054,1,30,5,16,,国立研究開発法人建築研究所施設整備費補助金,"83,577","747,175",0,"747,175","830,752"
,,099,,,,,,,国立研究開発法人海上・港湾・航空技術研究所運営費,,"5,185,147",0,0,0,"5,185,147"
,,100,,,,,,,国立研究開発法人海上・港湾・航空技術研究所施設整備費,,"34,046","794,927",0,"794,927","828,973"
,,,13,054,1,30,5,16,,国立研究開発法人海上・港湾・航空技術研究所施設整備費補助金,"34,046","794,927",0,"794,927","828,973"
,,367,,,,,,,独立行政法人自動車技術総合機構運営費,,"748,367",0,0,0,"748,367"
,,105,,,,,,,情報化推進費,,"2,656,726",0,"△ 15,139","△ 15,139","2,641,587"
,,,95,016,2,12,3,09,,電子計算機借料,"280,082",0,"△ 15,139","△ 15,139","264,943"
,,,95,016,2,12,9,06,,諸謝金外3目,"2,376,644",0,0,0,"2,376,644"
,,106,,,,,,,国際協力費,,"1,834,020",0,"△ 2,168","△ 2,168","1,831,852"
,,,95,016,2,72,5,16,,国際交通フォーラム拠出金,"32,816",0,"△ 2,168","△ 2,168","30,648"
,,,95,016,2,12,9,06,,諸謝金外8目,"1,801,204",0,0,0,"1,801,204"
,,107,,,,,,,官庁施設保全等推進費,,"188,555",0,0,0,"188,555"
,,108,,,,,,,官庁営繕費,,"21,247,136","1,945,236",0,"1,945,236","23,192,372"
,,,95,016,1,20,2,08,,施設施工旅費,"90,612","11,341",0,"11,341","101,953"
,,,95,016,1,20,3,09,,施設施工庁費,"1,744,679","189,133",0,"189,133","1,933,812"
,,,95,016,1,20,4,15,,施設整備費,"15,352,203","1,744,762",0,"1,744,762","17,096,965"
,,,95,016,1,20,4,15,,不動産購入費,"4,059,642",0,0,0,"4,059,642"
,,374,,,,,,,附帯・受託工事費,,"83,093,000","1,500,000",0,"1,500,000","84,593,000"
,,,95,059,2,95,4,15,,受託工事費,"64,352,000","1,500,000",0,"1,500,000","65,852,000"
,,,95,059,2,20,4,15,,附帯工事費外2目,"18,741,000",0,0,0,"18,741,000"
,,273,,,,,,,治水海岸事業調査諸費,,"147,770",0,0,0,"147,770"
,,272,,,,,,,水資源開発事業調査諸費,,"2,007",0,0,0,"2,007"
,,364,,,,,,,道路整備事業調査諸費,,"68,528",0,0,0,"68,528"
,,365,,,,,,,港湾事業調査諸費,,"78,779",0,0,0,"78,779"
,,275,,,,,,,都市開発事業調査諸費,,"24,245",0,0,0,"24,245"
,,366,,,,,,,都市水環境整備事業調査諸費,,"6,539",0,0,0,"6,539"
,,276,,,,,,,住宅建設事業調査諸費,,"100,259",0,0,0,"100,259"
,,277,,,,,,,国営公園等事業調査諸費,,"30,575",0,0,0,"30,575"
,,278,,,,,,,下水道事業調査諸費,,"87,546",0,0,0,"87,546"
,,109,,,,,,,河川等災害復旧事業費,,"40,593,850","327,361,723",0,"327,361,723","367,955,573"
,,,49,053,1,20,4,00,,河川等災害復旧費,"14,495,184","68,393,950",0,"68,393,950","82,889,134"
,,,49,053,1,20,4,00,,道路災害復旧費,"9,783,283","35,080,630",0,"35,080,630","44,863,913"
,,,49,053,1,20,4,00,,港湾災害復旧費,"519,383","5,122,143",0,"5,122,143","5,641,526"
,,,49,053,1,82,5,00,,都市災害復旧事業費補助,"152,000","9,559,000",0,"9,559,000","9,711,000"
,,,49,053,1,82,5,00,,河川等災害復旧事業費補助,"14,920,000","196,712,000",0,"196,712,000","211,632,000"
,,,49,053,1,82,5,00,,港湾施設災害復旧事業費補助,"724,000","12,494,000",0,"12,494,000","13,218,000"
,,283,,,,,,,水資源開発施設災害復旧事業費,,0,"2,282,000",0,"2,282,000","2,282,000"
,,,49,053,1,30,5,00,,水資源開発施設災害復旧事業交付金,0,"2,282,000",0,"2,282,000","2,282,000"
,,285,,,,,,,住宅施設災害復旧事業費,,"101,000","1,459,000",0,"1,459,000","1,560,000"
,,,49,088,1,86,5,00,,住宅施設災害復旧事業費補助,"101,000","1,459,000",0,"1,459,000","1,560,000"
,,368,,,,,,,鉄道施設災害復旧事業費,,"910,000","3,480,000",0,"3,480,000","4,390,000"
,,,49,053,1,92,5,00,,鉄道施設災害復旧事業費補助,"910,000","3,480,000",0,"3,480,000","4,390,000"
,,110,,,,,,,河川等災害関連事業費,,"12,901,799","45,600,111",0,"45,600,111","58,501,910"
,,,49,053,1,20,4,00,,河川等災害関連事業費,"5,306,799","20,616,111",0,"20,616,111","25,922,910"
,,,49,053,1,82,5,00,,河川等災害関連事業費補助,"3,574,000","10,824,000",0,"10,824,000","14,398,000"
,,,49,053,1,82,5,00,,災害関連緊急砂防等事業費補助,"2,794,000","12,938,000",0,"12,938,000","15,732,000"
,,,49,053,1,82,5,00,,港湾施設災害関連事業費補助,"15,000","1,222,000",0,"1,222,000","1,237,000"
,,,49,053,1,82,5,00,,後進地域特例法適用団体補助率差額,"1,212,000",0,0,0,"1,212,000"
,,369,,,,,,,自動車安全特別会計へ繰入,,"3,720,000","1,249,000",0,"1,249,000","4,969,000"
,,,95,016,2,40,6,22,,自動車安全特別会計へ繰入,"3,720,000","1,249,000",0,"1,249,000","4,969,000"
,,112,,,,,,,自動車重量税業務取扱費自動車安全特別会計へ繰入,,"287,392",0,"△ 6,322","△ 6,322","281,070"
,,,95,016,2,40,6,22,,自動車重量税業務取扱費財源自動車安全特別会計へ繰入,"287,392",0,"△ 6,322","△ 6,322","281,070"
,,113,,,,,,,北海道農業生産基盤整備事業費食料安定供給特別会計へ繰入,,"17,000",0,0,0,"17,000"
,,115,,,,,,,離島農業生産基盤整備事業費食料安定供給特別会計へ繰入,,"9,000",0,0,0,"9,000"
,国土技術政策総合研究所,,,,,,,,,,"5,915,829","779,726","△ 132,276","647,450","6,563,279"
,,131,,,,,,,国土技術政策総合研究所共通費,,"3,173,009",0,"△ 60,881","△ 60,881","3,112,128"
,,,13,054,2,20,1,02,,職員基本給,"1,603,553",0,"△ 19,266","△ 19,266","1,584,287"
,,,13,054,2,20,1,03,,職員諸手当,"931,483",0,"△ 25,955","△ 25,955","905,528"
,,,13,054,2,20,1,05,,短時間勤務職員給与,"26,491",0,"△ 12,865","△ 12,865","13,626"
,,,13,089,2,20,1,05,,児童手当,"20,915",0,"△ 2,790","△ 2,790","18,125"
,,,13,054,2,20,3,09,,土地建物借料,59,0,△ 5,△ 5,54
,,,13,054,2,20,9,06,,諸謝金外12目,"590,508",0,0,0,"590,508"
,,132,,,,,,,国土技術政策総合研究所施設費,,"610,375","650,000",0,"650,000","1,260,375"
,,,13,054,1,20,2,08,,施設施工旅費,194,0,0,0,194
,,,13,054,1,20,3,09,,施設施工庁費,"18,363","25,000",0,"25,000","43,363"
,,,13,054,1,20,4,15,,施設整備費,"591,818","625,000",0,"625,000","1,216,818"
,,133,,,,,,,技術研究開発推進費,,"753,695","129,726",0,"129,726","883,421"
,,,13,054,2,20,3,09,,試験研究費,"727,660","129,726",0,"129,726","857,386"
,,,13,054,2,20,9,06,,諸謝金外3目,"26,035",0,0,0,"26,035"
,,136,,,,,,,治水海岸事業工事諸費,,"642,114",0,"△ 42,937","△ 42,937","599,177"
,,,41,051,1,20,1,02,,職員基本給,"168,531",0,"△ 8,473","△ 8,473","160,058"
,,,41,051,1,20,1,03,,職員諸手当,"74,332",0,"△ 6,625","△ 6,625","67,707"
,,,41,051,1,20,1,05,,常勤職員給与,"2,496",0,△ 31,△ 31,"2,465"
,,,41,051,1,20,1,05,,休職者給与,"4,521",0,△ 793,△ 793,"3,728"
,,,41,051,1,20,1,05,,短時間勤務職員給与,"31,448",0,"△ 17,918","△ 17,918","13,530"
,,,41,051,1,20,1,05,,退職手当,"22,937",0,"△ 1,182","△ 1,182","21,755"
,,,41,089,1,20,1,05,,児童手当,"3,690",0,"△ 1,645","△ 1,645","2,045"
,,,41,051,1,20,5,16,,国家公務員共済組合負担金,"69,824",0,"△ 6,270","△ 6,270","63,554"
,,,41,051,1,20,9,06,,諸謝金外10目,"264,335",0,0,0,"264,335"
,,137,,,,,,,道路整備事業工事諸費,,"531,655",0,"△ 26,122","△ 26,122","505,533"
,,,42,052,1,20,1,02,,職員基本給,"110,135",0,"△ 6,565","△ 6,565","103,570"
,,,42,052,1,20,1,03,,職員諸手当,"52,279",0,"△ 4,419","△ 4,419","47,860"
,,,42,052,1,20,1,05,,休職者給与,"8,363",0,"△ 6,224","△ 6,224","2,139"
,,,42,052,1,20,1,05,,短時間勤務職員給与,"3,771",0,"△ 3,771","△ 3,771",0
,,,42,052,1,20,1,05,,退職手当,"15,736",0,△ 54,△ 54,"15,682"
,,,42,089,1,20,1,05,,児童手当,"2,280",0,△ 590,△ 590,"1,690"
